epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5025536417961121,0.5300725698471069,2.3381195068359375,0.20967741310596466,0.5526688694953918,0.332322359085083,0.5698912739753723,2.1501829624176025,0.20311219990253448,0.8202866315841675
1,0.5014393329620361,0.5401564836502075,1.1134721040725708,0.2100570648908615,0.5564478039741516,0.5151646733283997,0.5839729905128479,1.0034235715866089,0.22803433239459991,0.615215003490448
2,0.5601263046264648,0.573082685470581,0.9001123309135437,0.23045267164707184,0.5290505290031433,0.5797227025032043,0.5897367000579834,0.8591600656509399,0.24468611180782318,0.5457552075386047
3,0.5638406276702881,0.5790535807609558,0.7870436310768127,0.23511293530464172,0.5408596992492676,0.5725736618041992,0.605656087398529,0.7481311559677124,0.24739336967468262,0.5755237340927124
4,0.5868697166442871,0.5935644507408142,0.7246008515357971,0.24761904776096344,0.5403873324394226,0.6425476670265198,0.5828924179077148,0.6875980496406555,0.2607855796813965,0.44652700424194336
5,0.6144489049911499,0.6110748052597046,0.6969520449638367,0.2603062391281128,0.5219650268554688,0.6163344979286194,0.5996232628822327,0.7334610223770142,0.2589285671710968,0.5115766525268555
6,0.6163060665130615,0.6143244504928589,0.7034320831298828,0.26333099603652954,0.5295228958129883,0.6728769540786743,0.6053227186203003,0.663435161113739,0.28324946761131287,0.4343991279602051
7,0.6262419819831848,0.6073147058486938,0.7030750513076782,0.2624501883983612,0.49787434935569763,0.784878671169281,0.5356470942497253,0.6013705134391785,0.3464285731315613,0.10694597661495209
8,0.6419351696968079,0.6275728940963745,0.6813284754753113,0.27767834067344666,0.5129900574684143,0.7157712578773499,0.6141811609268188,0.642620861530304,0.31197771430015564,0.37045204639434814
9,0.6478781700134277,0.6242210268974304,0.6812355518341064,0.2762489914894104,0.4884270131587982,0.5968371033668518,0.6377745866775513,0.7289263606071472,0.26640549302101135,0.599779486656189
10,0.6551212072372437,0.6309660077095032,0.6735726594924927,0.28586751222610474,0.5035427212715149,0.7019063830375671,0.6354650259017944,0.64601069688797,0.3044203519821167,0.4024255871772766
11,0.6557711958885193,0.6346157789230347,0.6696868538856506,0.2851351499557495,0.4983467161655426,0.6923743486404419,0.6467263102531433,0.6563954949378967,0.3112582862377167,0.46637266874313354
12,0.6620855927467346,0.6390420198440552,0.6672890186309814,0.2908191382884979,0.4997638165950775,0.715121328830719,0.6334725022315979,0.6368000507354736,0.3229166567325592,0.41014331579208374
