epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7195435762405396,0.7463362812995911,1.615709900856018,0.6566941142082214,0.6175270676612854,0.7263473868370056,0.7946968674659729,0.6238312721252441,0.6391329765319824,0.7161142230033875
1,0.7915874123573303,0.8579702973365784,0.5184240937232971,0.7318711280822754,0.7510198354721069,0.8019052743911743,0.8826205134391785,0.45340296626091003,0.7220447063446045,0.8158844709396362
2,0.8155834078788757,0.8854264616966248,0.4463825225830078,0.7574284076690674,0.7888591885566711,0.8456218242645264,0.8995225429534912,0.41361281275749207,0.840146005153656,0.7554972171783447
3,0.8280009031295776,0.8963451385498047,0.42367827892303467,0.7711021304130554,0.8070052266120911,0.7906824946403503,0.8863968253135681,0.48041629791259766,0.6902188062667847,0.8592057824134827
4,0.8531155586242676,0.9140059947967529,0.386148065328598,0.806425154209137,0.8297932147979736,0.8760276436805725,0.9212859272956848,0.3633061647415161,0.8859035968780518,0.7899573445320129
5,0.8749300837516785,0.9279215335845947,0.3553028106689453,0.8392036557197571,0.8479392528533936,0.8738092184066772,0.9304807186126709,0.3480321168899536,0.826838493347168,0.8634722828865051
6,0.8850542306900024,0.9327666163444519,0.3421194553375244,0.8616199493408203,0.8469545841217041,0.8803340792655945,0.9207421541213989,0.3808808922767639,0.8932791948318481,0.7938956618309021
7,0.8954581022262573,0.9407408833503723,0.31643328070640564,0.8781754970550537,0.8558165431022644,0.9151768088340759,0.9537118673324585,0.27974170446395874,0.9066847562789917,0.8769281506538391
8,0.9091061353683472,0.9515498876571655,0.28320860862731934,0.8975065350532532,0.870867908000946,0.9190917611122131,0.9596278667449951,0.2606031000614166,0.8979993462562561,0.8985887765884399
9,0.9091621041297913,0.9532985687255859,0.27568110823631287,0.8950021862983704,0.8741032481193542,0.9253556132316589,0.9596467614173889,0.2486499845981598,0.9392971396446228,0.8683951497077942
10,0.9202930927276611,0.9620795249938965,0.24221274256706238,0.9101009964942932,0.887185275554657,0.893905758857727,0.9652637839317322,0.2917449474334717,0.8207926750183105,0.9379717707633972
11,0.9244881868362427,0.9657160043716431,0.22950756549835205,0.913780689239502,0.8944999575614929,0.9129583835601807,0.9691444635391235,0.2537304162979126,0.8569285869598389,0.9376435875892639
12,0.9215236306190491,0.9629329442977905,0.2513332962989807,0.908271312713623,0.8928119540214539,0.9103484153747559,0.9540361166000366,0.28077080845832825,0.8831169009208679,0.8926813006401062
13,0.9290748238563538,0.9685477614402771,0.22267112135887146,0.9218546748161316,0.8977352380752563,0.9337074160575867,0.9675094485282898,0.21650466322898865,0.9400346875190735,0.890055775642395
14,0.9332699179649353,0.9713366031646729,0.20709827542304993,0.925489068031311,0.9050499200820923,0.8974292278289795,0.9658540487289429,0.2782571017742157,0.8291120529174805,0.9346898794174194
15,0.9325428009033203,0.9721989631652832,0.2078860104084015,0.9278156161308289,0.9004079103469849,0.9457131624221802,0.9777321219444275,0.1744190901517868,0.9503594636917114,0.9110600352287292
16,0.9390871524810791,0.9759142994880676,0.1882558912038803,0.9333429336547852,0.9119426012039185,0.9406237602233887,0.9749816656112671,0.18876922130584717,0.9550561904907227,0.8926813006401062
17,0.9402617812156677,0.9776384234428406,0.18079254031181335,0.9352932572364807,0.9129272699356079,0.9491060972213745,0.9800326228141785,0.16048835217952728,0.9643481373786926,0.9054808020591736
18,0.9375768899917603,0.9730526804924011,0.205439954996109,0.9310890436172485,0.9103952646255493,0.9423202276229858,0.975101113319397,0.18677940964698792,0.961061954498291,0.8910403847694397
19,0.9389752745628357,0.9767123460769653,0.1825474500656128,0.9338235259056091,0.9110985994338989,0.9140023589134216,0.9751263856887817,0.23729543387889862,0.8551457524299622,0.9435510635375977
20,0.9447365403175354,0.9803199768066406,0.16745701432228088,0.9422048926353455,0.9172879457473755,0.9470181465148926,0.9807063341140747,0.16521383821964264,0.9379767775535583,0.9281260371208191
21,0.9429466128349304,0.9788404703140259,0.1740354597568512,0.9390050172805786,0.9160219430923462,0.9107398986816406,0.9525622129440308,0.3933609127998352,0.9880214929580688,0.7850344777107239
22,0.9443449974060059,0.9779822826385498,0.1793326884508133,0.9413803219795227,0.9171472787857056,0.941406786441803,0.9818588495254517,0.18526452779769897,0.9069548845291138,0.9501148462295532
