epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.747343122959137,0.7797164916992188,2.543840169906616,0.7096409201622009,0.6171050667762756,0.83309406042099,0.8869496583938599,0.5596961975097656,0.8269230723381042,0.7338365316390991
1,0.8248125910758972,0.8850650787353516,0.5843193531036377,0.777065634727478,0.7844985127449036,0.8670233488082886,0.9306734204292297,0.44346684217453003,0.8835098147392273,0.7666557431221008
2,0.8395793437957764,0.912338376045227,0.48520249128341675,0.7814947366714478,0.8281052112579346,0.8702858090400696,0.9338287711143494,0.4369114637374878,0.9232989549636841,0.7348211407661438
3,0.8408099412918091,0.9182507395744324,0.432742714881897,0.7749967575073242,0.8449852466583252,0.852407693862915,0.9264450073242188,0.4099540114402771,0.8132766485214233,0.8162126541137695
4,0.8513815999031067,0.9281127452850342,0.3908593952655792,0.78641277551651,0.8597552180290222,0.8236982822418213,0.9324827194213867,0.38791555166244507,0.7159959077835083,0.9225467443466187
5,0.8526121377944946,0.9328629970550537,0.37507888674736023,0.7833080291748047,0.8700239062309265,0.794205904006958,0.9164409041404724,0.46449869871139526,0.6760900616645813,0.9261568784713745
6,0.8582056164741516,0.9358531832695007,0.3606858551502228,0.7900812029838562,0.8762132525444031,0.8698943257331848,0.943444013595581,0.3289967179298401,0.8175340890884399,0.8660978078842163
7,0.8517731428146362,0.9319776296615601,0.37608617544174194,0.7811120748519897,0.8714305758476257,0.8783766031265259,0.9437201023101807,0.3319098651409149,0.8375359177589417,0.8611749410629272
8,0.8551291823387146,0.9372628927230835,0.34857815504074097,0.7816278338432312,0.8821212649345398,0.8781155943870544,0.9424281120300293,0.33521029353141785,0.8417987823486328,0.8539547324180603
9,0.8591564893722534,0.9390844106674194,0.3442164659500122,0.7874045372009277,0.8846532702445984,0.8653268814086914,0.9483237862586975,0.3166883885860443,0.7872825860977173,0.9061371684074402
10,0.8620091676712036,0.9406260251998901,0.3346610367298126,0.7963483333587646,0.8773385882377625,0.8713297843933105,0.9385324120521545,0.34761926531791687,0.8468528985977173,0.8257302045822144
11,0.8653652667999268,0.942167341709137,0.3323124349117279,0.7984259724617004,0.8847939372062683,0.8646743893623352,0.9483523964881897,0.3167966902256012,0.7864880561828613,0.9054808020591736
12,0.8624566793441772,0.9423906207084656,0.3283480107784271,0.7939317226409912,0.8833872675895691,0.8289181590080261,0.9399218559265137,0.36649033427238464,0.7215415835380554,0.9277978539466858
13,0.8650296330451965,0.944572925567627,0.31957167387008667,0.7983481287956238,0.8838092684745789,0.8462743163108826,0.9449295401573181,0.34366172552108765,0.749933123588562,0.9202494025230408
14,0.8675466775894165,0.9444474577903748,0.32170569896698,0.805437445640564,0.8793079257011414,0.8507112264633179,0.9452096223831177,0.3335433006286621,0.7603282928466797,0.9120446443557739
