epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6808022856712341,0.7842755913734436,0.5635268092155457,0.4949361979961395,0.7623581886291504,0.8294711709022522,0.8565961122512817,0.41572415828704834,0.7505176067352295,0.6852551698684692
1,0.821712851524353,0.8601325750350952,0.4412037432193756,0.7190319895744324,0.7102917432785034,0.8458110690116882,0.8725621700286865,0.3971045911312103,0.7885438799858093,0.696124792098999
2,0.838650107383728,0.8711234331130981,0.42063799500465393,0.7688003778457642,0.6959075927734375,0.8453654050827026,0.8742071986198425,0.39365512132644653,0.7900701761245728,0.6918714642524719
3,0.8455268740653992,0.8774207830429077,0.41066092252731323,0.7881083488464355,0.6955024600028992,0.8504159450531006,0.8763839602470398,0.3800097405910492,0.8021798133850098,0.695652186870575
4,0.8472461104393005,0.8815255761146545,0.4040769040584564,0.7915421724319458,0.6977309584617615,0.852495551109314,0.8774901032447815,0.3804609179496765,0.8069983720779419,0.6975425481796265
5,0.8481375575065613,0.8832247257232666,0.40067312121391296,0.7889014482498169,0.7056320905685425,0.8547236919403076,0.8751603960990906,0.38322001695632935,0.83042973279953,0.6758034229278564
6,0.8497293591499329,0.8854827284812927,0.3974362909793854,0.7928603887557983,0.7064424753189087,0.8495246767997742,0.8782941699028015,0.37896105647087097,0.8114059567451477,0.6791115403175354
7,0.8507481813430786,0.8870975375175476,0.39502471685409546,0.7913669347763062,0.7131280303001404,0.8521984815597534,0.8786991238594055,0.37188172340393066,0.8143578171730042,0.6862003803253174
8,0.8515759110450745,0.8879507780075073,0.3931752145290375,0.7928940653800964,0.7143436074256897,0.8392751216888428,0.8760027289390564,0.39472997188568115,0.7582417726516724,0.717391312122345
9,0.8503024578094482,0.8884119391441345,0.39153456687927246,0.7883114218711853,0.7159643173217773,0.8521984815597534,0.8774217367172241,0.3749154508113861,0.812604546546936,0.688563346862793
10,0.8506208062171936,0.8894320130348206,0.390560507774353,0.7890625,0.7161669135093689,0.8481877446174622,0.8768453001976013,0.3835983872413635,0.7891120314598083,0.7055765390396118
11,0.8516396284103394,0.8906481862068176,0.3878207206726074,0.7926774621009827,0.7149513959884644,0.8357100486755371,0.8787320852279663,0.40666183829307556,0.7379830479621887,0.7400755882263184
12,0.8525947332382202,0.8907620310783386,0.3873155415058136,0.7907699346542358,0.7220421433448792,0.8403149247169495,0.8770323991775513,0.4014795124530792,0.7550220489501953,0.72826087474823
