epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5954912900924683,0.6861096024513245,1.5991647243499756,0.40692970156669617,0.7600377798080444,0.6685411930084229,0.7172780632972717,1.073936104774475,0.4662402272224426,0.7232635021209717
1,0.6753154397010803,0.7348935604095459,0.8675310015678406,0.47377994656562805,0.7383089065551758,0.6394309997558594,0.7732264995574951,1.188919186592102,0.4466472268104553,0.8445424437522888
2,0.717566967010498,0.7749289870262146,0.7301889657974243,0.5210225582122803,0.7316957712173462,0.714191198348999,0.7852423191070557,0.8731142282485962,0.5157971978187561,0.7739801406860352
3,0.7386927604675293,0.7969487905502319,0.6561618447303772,0.5491039156913757,0.7236655354499817,0.7492557168006897,0.8074399828910828,0.6960664987564087,0.5616211891174316,0.7486218214035034
4,0.7494683265686035,0.8131937980651855,0.5989212989807129,0.5643855929374695,0.7246102690696716,0.7088984251022339,0.8390095233917236,0.8600937724113464,0.5086928606033325,0.8710033297538757
5,0.7643555998802185,0.8293148279190063,0.5611907243728638,0.5865347981452942,0.7283892035484314,0.7657955884933472,0.8328332304954529,0.6403312087059021,0.585261344909668,0.7530319690704346
6,0.769601583480835,0.8359441757202148,0.5531200170516968,0.5939648747444153,0.734529972076416,0.7661263942718506,0.8519819378852844,0.6260600090026855,0.578864336013794,0.8092613220214844
7,0.7717283368110657,0.8393630981445312,0.5496671199798584,0.5982177257537842,0.7293339371681213,0.7763810753822327,0.823908805847168,0.5972368717193604,0.6235294342041016,0.6427783966064453
8,0.77754145860672,0.8468267917633057,0.5342310070991516,0.6077044010162354,0.7302786707878113,0.8071452379226685,0.8531975746154785,0.47457581758499146,0.7024999856948853,0.6196251511573792
9,0.7928541302680969,0.8630709648132324,0.4905397891998291,0.6347575783729553,0.7298063039779663,0.7965596914291382,0.8575090169906616,0.5042701363563538,0.6439841985702515,0.7199559211730957
10,0.7962568998336792,0.8698855042457581,0.47324052453041077,0.6365461945533752,0.7487009763717651,0.7532252669334412,0.8655755519866943,0.6467511653900146,0.5579553842544556,0.8544652462005615
11,0.7880334854125977,0.8599152565002441,0.514661967754364,0.6220565438270569,0.7487009763717651,0.7978829145431519,0.8737934827804565,0.5490369200706482,0.6282495856285095,0.7993384599685669
12,0.794839084148407,0.8657068610191345,0.48604920506477356,0.6345381736755371,0.7463391423225403,0.7502480745315552,0.863177478313446,0.7272006869316101,0.5549132823944092,0.8467475175857544
13,0.8003686666488647,0.8707191944122314,0.4780927300453186,0.6410664319992065,0.7609825134277344,0.8101223707199097,0.8769979476928711,0.4945392310619354,0.6680120825767517,0.7298787236213684
