epoch,acc,loss,val_acc,val_loss
0,0.6839266443844109,0.6218562592537615,0.7011494246022455,0.5200685118806774
1,0.6896799715548615,0.4633470334002801,0.7011494246022455,0.43687168140520993
2,0.8090614890803626,0.4040043073693268,0.883620691710505,0.3921616491915166
3,0.8960805466945804,0.35983323508653225,0.8994252880414327,0.35574173756029415
4,0.9047105361857203,0.3206389099091602,0.8951149425287356,0.326562050430254
5,0.908665946600721,0.28982241005401993,0.8893678167770649,0.3090690251054435
6,0.9086659469436459,0.271499417135502,0.896551724137931,0.3002770323862975
7,0.9101042784790648,0.26281928785710573,0.8951149432138464,0.2944897375572687
8,0.9104638610199945,0.2564995836564338,0.8893678167770649,0.29388645359839516
9,0.910463862670321,0.2543412704437339,0.8979885057471264,0.29098188397528113
10,0.9122617770895945,0.2508177102276508,0.8908045983862602,0.2907356020362898
11,0.9129809421714541,0.24996728560170953,0.8922413799954557,0.2882787873005045
12,0.913340524026534,0.24873780103113016,0.8994252873563219,0.29523103024767733
13,0.9122617768109681,0.24711405206438192,0.8936781616046511,0.2859009048719516
14,0.9129809418285292,0.24434846268309746,0.8979885057471264,0.28668899200428494
15,0.9147788569336527,0.24451084200832665,0.8936781616046511,0.28218026031022786
16,0.9158576055852169,0.2414429074716585,0.8936781616046511,0.2804634814289795
17,0.915857605242292,0.23982868314925307,0.8994252873563219,0.2795822428560805
18,0.9172959371206358,0.24045644581039274,0.8994252873563219,0.27892514412430514
19,0.9162171871616702,0.23643409082761818,0.9051724131079926,0.2737935682137807
20,0.9183746857722,0.2339796906900423,0.9051724131079926,0.2738348954710467
21,0.9183746850863501,0.23384614368644133,0.9051724131079926,0.2725269064821046
22,0.9180151022024954,0.2317313477048682,0.9051724131079926,0.2688424426248704
23,0.9172959361561593,0.23231269204329347,0.906609194717188,0.2688109127954505
24,0.9205321827967019,0.2305307040772649,0.9051724131079926,0.26816168667256146
25,0.9208917659591831,0.22826864648876924,0.906609194717188,0.2656521797180176
26,0.9212513491859629,0.22695610150614473,0.9080459763263834,0.2641183062531482
27,0.9230492619549101,0.22726787786953573,0.906609194717188,0.2648935489270879
28,0.918374686115125,0.2257023491059135,0.906609194717188,0.26222527232663384
29,0.9205321827324034,0.22510196418052353,0.8965517234528202,0.2641768842593007
30,0.9198130166860674,0.2248497258755253,0.8979885050620156,0.262764149013607
31,0.9190938515399095,0.22808520691465964,0.9037356314987972,0.26088397290514803
32,0.9212513478785614,0.22362814692017502,0.9022988498896017,0.26040369991598455
33,0.9219705149536722,0.22270072068039867,0.899425286671211,0.2619729692908539
34,0.919813016964694,0.224556760837688,0.9037356314987972,0.25887642680913553
35,0.9219705142678224,0.22109832933741222,0.9051724131079926,0.26235009609967813
36,0.9212513482214864,0.22058862207691174,0.9051724131079926,0.265821757672847
37,0.9216109307624161,0.2229389291107976,0.906609194717188,0.2680682526237663
38,0.9194534337379143,0.22135066298626602,0.9051724131079926,0.26316255262528343
39,0.9205321820465535,0.21896497910612567,0.9037356314987972,0.2578394577420991
40,0.9230492636052364,0.21641328741710247,0.9022988498896017,0.2579043000593953
41,0.9216109303551927,0.21708261908300916,0.9037356314987972,0.25626738626381446
42,0.9190938508540596,0.2237769197116692,0.906609194717188,0.2617108767060028
43,0.9194534344880626,0.22131290202387713,0.9022988498896017,0.25967421682401637
44,0.9216109317268926,0.2144653336129914,0.9022988498896017,0.2574277259837622
45,0.9234088451173913,0.21470635362620494,0.9022988498896017,0.25748582269953585
46,0.9216109310410426,0.21437350231638405,0.9037356314987972,0.25661977748761233
47,0.9241280106064743,0.21466943431955068,0.9037356314987972,0.25779148902016125
48,0.9234088454603163,0.2115253679071215,0.9037356314987972,0.2556541723081435
49,0.9248471776815851,0.21028333383149186,0.9022988498896017,0.254890250406046
