epoch,acc,loss,val_acc,val_loss
0,0.7751937984496124,0.6837218362231587,0.892307698726654,0.6554363369941711
1,0.8527131782945736,0.652665701023368,0.892307698726654,0.6229194402694702
2,0.8527131782945736,0.6222480332204537,0.892307698726654,0.5881075859069824
3,0.8527131782945736,0.5888924552488697,0.892307698726654,0.5510194897651672
4,0.8527131782945736,0.5549557869748551,0.892307698726654,0.511463463306427
5,0.8527131782945736,0.5184365298396857,0.892307698726654,0.4659489691257477
6,0.8527131782945736,0.47671461290167283,0.892307698726654,0.4162210524082184
7,0.8527131782945736,0.432057682857957,0.892307698726654,0.36829566955566406
8,0.8527131782945736,0.39178761158340664,0.892307698726654,0.32673004269599915
9,0.8527131782945736,0.35858885712863864,0.892307698726654,0.28940245509147644
10,0.8527131782945736,0.32988185037014095,0.892307698726654,0.2613258361816406
11,0.8527131782945736,0.31340877584708754,0.892307698726654,0.24815313518047333
12,0.8527131782945736,0.30805385875147445,0.892307698726654,0.24565356969833374
13,0.8527131782945736,0.30705087753229365,0.892307698726654,0.24320009350776672
14,0.8527131782945736,0.3064725952324017,0.892307698726654,0.24077600240707397
15,0.8527131782945736,0.3063042977059534,0.892307698726654,0.2389368861913681
16,0.8527131782945736,0.3062225969205069,0.892307698726654,0.23757143318653107
17,0.8527131782945736,0.30587064093628596,0.892307698726654,0.23646607995033264
18,0.8527131782945736,0.30588232644999674,0.892307698726654,0.23555397987365723
19,0.8527131782945736,0.3058475713974746,0.892307698726654,0.23483440279960632
20,0.8527131782945736,0.3060624515709951,0.892307698726654,0.2342555969953537
21,0.8527131782945736,0.30600342177605444,0.892307698726654,0.2338881939649582
22,0.8527131782945736,0.3032916872076286,0.892307698726654,0.23525884747505188
23,0.8527131782945736,0.29847651673841846,0.892307698726654,0.23915068805217743
24,0.8527131782945736,0.29869409679442416,0.892307698726654,0.2462736815214157
25,0.8527131782945736,0.2999400785265043,0.892307698726654,0.2506796717643738
26,0.8527131782945736,0.3008099343887595,0.892307698726654,0.2511211633682251
27,0.8527131782945736,0.30035865676495455,0.892307698726654,0.24881526827812195
28,0.8527131782945736,0.2982666484376257,0.892307698726654,0.24446474015712738
29,0.8527131782945736,0.2956558681389158,0.892307698726654,0.239578977227211
30,0.8527131782945736,0.2928083948502245,0.892307698726654,0.23537172377109528
31,0.8527131782945736,0.2921105346014333,0.892307698726654,0.23323684930801392
32,0.8527131782945736,0.2912275692982267,0.892307698726654,0.23329859972000122
33,0.8527131782945736,0.29049988599248633,0.892307698726654,0.23266756534576416
34,0.8527131782945736,0.2898913997319318,0.892307698726654,0.2314305454492569
35,0.8527131782945736,0.2892268798494524,0.892307698726654,0.23011626303195953
36,0.8527131782945736,0.2884673942891202,0.892307698726654,0.2292904555797577
37,0.8527131782945736,0.2871499565220618,0.892307698726654,0.22978705167770386
38,0.8527131782945736,0.28483571816784464,0.892307698726654,0.23184852302074432
39,0.8527131782945736,0.2841908409036407,0.892307698726654,0.2327563762664795
40,0.8565891472868217,0.283215596059034,0.892307698726654,0.23202623426914215
41,0.8565891472868217,0.2819352451451989,0.892307698726654,0.23023149371147156
42,0.8565891472868217,0.2805533678841221,0.892307698726654,0.22804738581180573
43,0.8604651162790697,0.27920306745425677,0.892307698726654,0.22639237344264984
44,0.8643410852713178,0.27827011141204094,0.892307698726654,0.22526153922080994
45,0.8682170542635659,0.2772113219654375,0.892307698726654,0.22360390424728394
46,0.872093023255814,0.27626372706289437,0.892307698726654,0.222304105758667
47,0.872093023255814,0.275925999117452,0.892307698726654,0.22126641869544983
48,0.872093023255814,0.27617794321488964,0.892307698726654,0.22105716168880463
49,0.875968992248062,0.2753773449465286,0.9230769276618958,0.2234964519739151
50,0.8798449612403101,0.2739513230531715,0.9230769276618958,0.2217302769422531
51,0.8875968992248062,0.2706401818251425,0.9230769276618958,0.21890436112880707
52,0.8875968992248062,0.27075717344071515,0.9230769276618958,0.2174462527036667
53,0.8914728682170543,0.27095923636310787,0.9384615421295166,0.21660929918289185
54,0.8953488372093024,0.2683578805868016,0.9538461565971375,0.21671217679977417
55,0.8953488372093024,0.2645274463088013,0.9538461565971375,0.21698345243930817
56,0.8953488372093024,0.2630421421959881,0.9538461565971375,0.2164580374956131
57,0.9031007751937985,0.2620725664057473,0.9538461565971375,0.2163778692483902
58,0.9069767441860465,0.26111144965240196,0.9538461565971375,0.21766072511672974
59,0.9108527131782945,0.2597199516702992,0.9538461565971375,0.21775469183921814
60,0.9108527131782945,0.2589691468449526,0.9538461565971375,0.2162049114704132
61,0.9108527131782945,0.2579220690468485,0.9538461565971375,0.2156231850385666
62,0.9108527131782945,0.25649924657141515,0.9538461565971375,0.21906501054763794
63,0.9147286821705426,0.25805600149224894,0.9538461565971375,0.2208692878484726
64,0.9147286821705426,0.25827554304354877,0.9538461565971375,0.2200581282377243
65,0.9147286821705426,0.2573386689489202,0.9538461565971375,0.21811501681804657
66,0.9147286821705426,0.25582857915135315,0.9538461565971375,0.21569578349590302
67,0.9147286821705426,0.2540243803992752,0.9538461565971375,0.2131546139717102
68,0.9147286821705426,0.2527946754423685,0.9538461565971375,0.21083489060401917
69,0.9147286821705426,0.251852358323197,0.9538461565971375,0.2092355340719223
70,0.9147286821705426,0.25210588806590367,0.9538461565971375,0.2083612084388733
71,0.9147286821705426,0.2524026484452477,0.9538461565971375,0.20797032117843628
72,0.9147286821705426,0.251442820295807,0.9538461565971375,0.2089158296585083
73,0.9147286821705426,0.2483619442281797,0.9538461565971375,0.2122393548488617
74,0.9186046511627907,0.2501909299645313,0.9538461565971375,0.2193821221590042
75,0.9186046511627907,0.2531816985949065,0.9538461565971375,0.22307249903678894
76,0.9224806201550387,0.2542194841906082,0.9538461565971375,0.221766859292984
77,0.9224806201550387,0.25247751257216283,0.9538461565971375,0.21780969202518463
78,0.9224806201550387,0.24897610967935518,0.9538461565971375,0.21219591796398163
79,0.9186046511627907,0.24554958411080893,0.9538461565971375,0.20766504108905792
80,0.9186046511627907,0.24312746640323668,0.9538461565971375,0.2052871286869049
81,0.9186046511627907,0.2445421773333882,0.9538461565971375,0.2045442759990692
82,0.9186046511627907,0.24405673348395399,0.9538461565971375,0.20439836382865906
83,0.9186046511627907,0.24312114334383675,0.9538461565971375,0.20417259633541107
84,0.9186046511627907,0.24212264165628788,0.9538461565971375,0.20378944277763367
85,0.9186046511627907,0.24146656888399937,0.9538461565971375,0.20336565375328064
86,0.9186046511627907,0.24070022642150407,0.9538461565971375,0.20291320979595184
87,0.9186046511627907,0.2392157089802646,0.9538461565971375,0.20280367136001587
88,0.9224806201550387,0.23678603774124338,0.9538461565971375,0.2040732502937317
89,0.9263565891472868,0.2360506473874399,0.9538461565971375,0.20479455590248108
90,0.9263565891472868,0.2352371007897133,0.9538461565971375,0.20424117147922516
91,0.9263565891472868,0.23400092672181222,0.9538461565971375,0.2029017060995102
92,0.9263565891472868,0.23266810311596522,0.9538461565971375,0.20154260098934174
93,0.9263565891472868,0.23146694898605347,0.9538461565971375,0.20060180127620697
94,0.9263565891472868,0.23079136348972024,0.9538461565971375,0.19982695579528809
95,0.9263565891472868,0.23005712090074554,0.9538461565971375,0.19887465238571167
96,0.9263565891472868,0.2294686764276536,0.9538461565971375,0.1985202431678772
97,0.9263565891472868,0.22968654080416806,0.9538461565971375,0.1983858048915863
98,0.9263565891472868,0.23015975212866022,0.9538461565971375,0.19754301011562347
99,0.9263565891472868,0.22862848755001097,0.9538461565971375,0.19966351985931396
100,0.9263565891472868,0.2285170790761016,0.9538461565971375,0.19751189649105072
101,0.9263565891472868,0.22604251855103544,0.9538461565971375,0.1968645453453064
102,0.9263565891472868,0.22777689635291581,0.9538461565971375,0.1974571794271469
103,0.9263565891472868,0.22886667129143265,0.9538461565971375,0.19746147096157074
104,0.9263565891472868,0.22832035394602043,0.9538461565971375,0.19672875106334686
105,0.9263565891472868,0.22634042285440503,0.9538461565971375,0.1960681825876236
106,0.9263565891472868,0.22477329470390497,0.9538461565971375,0.19545336067676544
107,0.9263565891472868,0.22297031287999117,0.9538461565971375,0.19470997154712677
108,0.9263565891472868,0.2196721254393112,0.9538461565971375,0.19623544812202454
109,0.9341085271317829,0.2185058788966763,0.9384615421295166,0.20590168237686157
110,0.937984496124031,0.22672634300335434,0.9384615421295166,0.2149653136730194
111,0.9341085271317829,0.23282926096472628,0.9384615421295166,0.21615815162658691
112,0.9341085271317829,0.2325467974987141,0.9384615421295166,0.21135176718235016
113,0.937984496124031,0.22780975191168082,0.9384615421295166,0.2034059762954712
114,0.937984496124031,0.22027821815753168,0.9384615421295166,0.19619256258010864
115,0.9341085271317829,0.2152537932807161,0.9538461565971375,0.1927187442779541
116,0.9341085271317829,0.21495839225691418,0.9538461565971375,0.19177599251270294
117,0.9302325581395349,0.21688114129757696,0.9538461565971375,0.1932528018951416
118,0.9263565891472868,0.221791660543098,0.9538461565971375,0.19536460936069489
119,0.9263565891472868,0.22561939985512994,0.9538461565971375,0.1964714080095291
120,0.9263565891472868,0.22772540510162825,0.9538461565971375,0.1960829347372055
121,0.9263565891472868,0.2265852673426848,0.9538461565971375,0.19414766132831573
122,0.9263565891472868,0.22322023498226506,0.9538461565971375,0.1920742243528366
123,0.9263565891472868,0.21872934999392013,0.9538461565971375,0.18913930654525757
124,0.9302325581395349,0.211054517201675,0.9538461565971375,0.18988043069839478
125,0.937984496124031,0.20968658032343368,0.9538461565971375,0.1936182975769043
126,0.937984496124031,0.21169638749240904,0.9384615421295166,0.19673945009708405
127,0.9418604651162791,0.21322695691456167,0.9384615421295166,0.20018476247787476
